Allocation_Subcategory,City,College,Gift_Allocation,Amount,Year,Major,Prospect ID,State
ART,Colorado_Springs,AGR,Scholarship,6032,2013,Agriculture and Natural Resources-No Preference,1020,CO
ENG,Colorado_Springs,AGR,Scholarship,27173,2013,Horticulture,2566,CO
FCE,Colorado_Springs,SOC,Endowment,12657,2013,Interdisciplinary Studies in Social Science,2597,CO
MSF,Colorado_Springs,ART,Scholarship,3820,2013,Arts & Letters-General,1268,CO
NAT,Colorado_Springs,NAT,Scholarship,8789,2013,Zoology,1953,CO
ALM,Columbia,ART,Campus_Resource,4356,2013,Apparel and Textile Design,1331,SC
ART,Columbia,SOC,Scholarship,3057,2013,Criminal Justice,1249,SC
DIV,Columbia,NAT,Endowment,309,2013,Biomedical Laboratory Science,2099,SC
ISF,Columbia,AGR,Scholarship,3648,2013,Packaging,1878,SC
ISF,Columbia,ART,Scholarship,8364,2013,Women's and Gender Studies,2089,SC
MSM,Columbia,SOC,Campus_Resource,6464,2013,Sociology,1385,SC
ALM,Dallas,ART,Campus_Resource,8558,2013,Humanities-Prelaw,2129,TX
ALM,Dallas,VET,Campus_Resource,3411,2013,Preveterinary,1908,TX
ANN,Dallas,NAT,Endowment,2646,2013,Biochemistry and Molecular Biology,1142,TX
ART,Dallas,AGR,Scholarship,4759,2013,Horticulture,1375,TX
DIV,Dallas,SOC,Endowment,5510,2013,Social Work,1828,TX
FCE,Dallas,NAT,Endowment,5109,2013,Neuroscience,1898,TX
FCE,Dallas,POL,Endowment,12534,2013,College of Political Science,2549,TX
HON,Dallas,ART,Campus_Resource,11446,2013,Art Education,2603,TX
LIB,Dallas,SOC,Campus_Resource,5740,2013,Interdisciplinary Studies in Social Science,1995,TX
MSF,Dallas,NAT,Scholarship,7019,2013,Mathematics,1790,TX
MSF,Dallas,NAT,Scholarship,3984,2013,Plant Biology,2068,TX
MSM,Dallas,NAT,Campus_Resource,4409,2013,Neuroscience,1898,TX
PAR,Dallas,BIZ,Campus_Resource,17777,2013,General Management,2594,TX
TST,Dallas,AGR,Endowment,22753,2013,Agriculture and Natural Resources-No Preference,2578,TX
TST,Dallas,VET,Endowment,9314,2013,Preveterinary,1908,TX
AGR,Denver,AGR,Scholarship,8419.5,2013,Food Science,2052,CO
AGR,Denver,AGR,Scholarship,2796,2013,Landscape Architecture,1158,CO
ANN,Denver,ART,Endowment,907.5,2013,Arabic,1944,CO
ANN,Denver,ART,Endowment,7560,2013,Humanities-Prelaw,1103,CO
ANN,Denver,NUR,Endowment,9774,2013,Summer Research Program,1203,CO
ART,Denver,ENG,Scholarship,8241,2013,Materials Science and Engineering,1086,CO
ART,Denver,NUR,Scholarship,6823.5,2013,Prenursing,1741,CO
ART,Denver,SOC,Scholarship,36780,2013,Urban and Regional Planning,2580,CO
ART,Denver,SOC,Scholarship,3397.5,2013,Psychology,1344,CO
ART,Denver,SOC,Scholarship,37383,2013,Public Policy,2571,CO
ATH,Denver,ART,Campus_Resource,12997.5,2013,Experience Architecture,1936,CO
BIZ,Denver,ART,Scholarship,14746.5,2013,Art Education,1897,CO
BIZ,Denver,ART,Scholarship,250.5,2013,Japanese,1042,CO
DIV,Denver,EDU,Endowment,34047,2013,Special Education-Learning Disabilities,2573,CO
DIV,Denver,MUS,Endowment,37080,2013,Composition,2551,CO
DIV,Denver,NAT,Endowment,13194,2013,Environmental Geosciences,2111,CO
DIV,Denver,VET,Endowment,9969,2013,Preveterinary,1368,CO
EDU,Denver,EDU,Scholarship,6357,2013,Athletic Training,1222,CO
ENG,Denver,ART,Scholarship,13089,2013,Arabic,1944,CO
ENG,Denver,MUS,Scholarship,3621,2013,Composition,1138,CO
ENG,Denver,SOC,Scholarship,10954.5,2013,Economics,1369,CO
FCE,Denver,AGR,Endowment,775.5,2013,Animal Science,1337,CO
FCE,Denver,ART,Endowment,34302,2013,Apparel and Textile Design,2555,CO
FCE,Denver,ART,Endowment,11793,2013,Philosophy,1918,CO
FCE,Denver,NUR,Endowment,8529,2013,Nursing,1187,CO
HON,Denver,AGR,Campus_Resource,24952.5,2013,Agribusiness Management,2617,CO
HON,Denver,ART,Campus_Resource,11214,2013,Art Education,2066,CO
MSF,Denver,NAT,Scholarship,13440,2013,Neuroscience,1151,CO
MSF,Denver,SOC,Scholarship,10828.5,2013,Anthropology,1153,CO
MSM,Denver,AGR,Campus_Resource,9567,2013,Food Industry Management,1931,CO
MSM,Denver,ART,Campus_Resource,9576,2013,Arabic,1903,CO
MSM,Denver,ART,Campus_Resource,10794,2013,Arabic,1250,CO
MSM,Denver,EDU,Campus_Resource,10689,2013,Kinesiology,1218,CO
MSM,Denver,NAT,Campus_Resource,11058,2013,Chemical Physics,2071,CO
MSM,Denver,SOC,Campus_Resource,10927.5,2013,Geography,1189,CO
MUS,Denver,SOC,Scholarship,20058,2013,Criminal Justice,2545,CO
NAT,Denver,ART,Scholarship,14298,2013,Art Education,1897,CO
NAT,Denver,NAT,Scholarship,4567.5,2013,Biological Science Interdepartmental,1345,CO
NAT,Denver,SOC,Scholarship,28089,2013,Human Development and Family Studies,2598,CO
NUR,Denver,EDU,Scholarship,13339.5,2013,Education,1094,CO
NUR,Denver,NAT,Scholarship,7114.5,2013,Environmental Biology/Zoology,1096,CO
NUR,Denver,NAT,Scholarship,7782,2013,Human Biology,1095,CO
PAR,Denver,AGR,Campus_Resource,25293,2013,Interior Design,2577,CO
PAR,Denver,AGR,Campus_Resource,12117,2013,Food Industry Management,1891,CO
PAR,Denver,ART,Campus_Resource,3618,2013,Experience Architecture,1936,CO
PAR,Denver,ART,Campus_Resource,10284,2013,Spanish,1253,CO
RCR,Denver,AGR,Campus_Resource,4738.5,2013,Fisheries and Wildlife,1978,CO
RCR,Denver,EDU,Campus_Resource,2155.5,2013,Special Education-Learning Disabilities,1323,CO
RCR,Denver,NAT,Campus_Resource,12841.5,2013,Computational Mathematics,1766,CO
TST,Denver,ART,Endowment,13347,2013,Arabic,1903,CO
TST,Denver,MUS,Endowment,1476,2013,Music Performance,1968,CO
DIV,Des_Moines,SOC,Endowment,7372,2013,History,2039,IA
FCE,Des_Moines,NUR,Endowment,383,2013,Summer Research Program,1034,IA
RCR,Des_Moines,ENG,Campus_Resource,6400,2013,Engineering-No Major,1056,IA
ALM,Detroit,POL,Campus_Resource,4984,2013,College of Political Science,1336,MI
DIV,Detroit,POL,Endowment,3057,2013,College of Political Science,1827,MI
FCE,Detroit,AGR,Endowment,17906,2013,Animal Science,2635,MI
LIB,Detroit,NAT,Campus_Resource,903,2013,Statistics,2005,MI
NAT,Detroit,MUS,Scholarship,1437,2013,Composition,1021,MI
RCR,Detroit,ART,Campus_Resource,2489,2013,English,1374,MI
FCE,Durham,AGR,Endowment,2245,2013,Construction Management,1041,NC
FCE,Durham,NAT,Endowment,9410,2013,Environmental Biology/Plant Biol,1933,NC
MSF,Durham,NAT,Scholarship,19868,2013,Microbiology,2568,NC
TST,Durham,ENG,Endowment,4034,2013,Materials Science and Engineering,1295,NC
AGR,El_Paso,NAT,Scholarship,1848,2013,Biochemistry and Molecular Biology/Biotechnology,1915,TX
EDU,El_Paso,NAT,Scholarship,4251,2013,Astrophysics,1301,TX
FCE,El_Paso,NAT,Endowment,724,2013,Biochemistry and Molecular Biology/Biotechnology,1915,TX
LIB,El_Paso,NAT,Campus_Resource,8257,2013,Physical Science Interdepartmental,1207,TX
TST,El_Paso,SOC,Endowment,8357,2013,Interdisciplinary Studies in Social Science - Social Science Education,1835,TX
MSM,Eugene,NAT,Campus_Resource,10555,2013,Human Biology,2570,OR
ATH,Fresno,ART,Campus_Resource,3896,2013,Interdisciplinary Humanities,1937,CA
FCE,Fresno,AGR,Endowment,5603,2013,Natural Resource Recreation and Tourism,1904,CA
FCE,Fresno,NAT,Endowment,9016,2013,Geological Sciences,1813,CA
FCE,Fresno,NAT,Endowment,6317,2013,Geological Sciences,1376,CA
MSM,Fresno,ART,Campus_Resource,427,2013,Interdisciplinary Humanities,1937,CA
PAR,Fresno,SOC,Campus_Resource,17521,2013,Global & Area Studies - Soc Sci,2559,CA
PAR,Fresno,SOC,Campus_Resource,9471,2013,Political Science,1391,CA
ALM,Grand_Rapids,COM,Campus_Resource,7242,2013,Media and Information,1157,MI
LIB,Grand_Rapids,MUS,Campus_Resource,6862,2013,Jazz Studies,1184,MI
ANN,Hartford,AGR,Endowment,150,2013,Entomology,1942,CT
ATH,Hartford,ENG,Campus_Resource,7315,2013,Environmental Engineering,1887,CT
ENG,Hartford,NAT,Scholarship,2720,2013,Statistics,1763,CT
FCE,Hartford,ART,Endowment,14968,2013,Professional Writing,2615,CT
MSM,Hartford,AGR,Campus_Resource,23271,2013,Natural Resource Recreation and Tourism,2554,CT
MSM,Hartford,SOC,Campus_Resource,7188,2013,Criminal Justice,1139,CT
MUS,Hartford,ART,Scholarship,999,2013,Theatre,1166,CT
NAT,Hartford,ART,Scholarship,9640,2013,Arts & Letters-General,1896,CT
NUR,Hartford,ART,Scholarship,8160,2013,Arts & Letters-General,1896,CT
TST,Hartford,AGR,Endowment,1720,2013,Entomology,1942,CT
ANN,Henderson,ART,Endowment,8501,2013,Studio Art,2135,NV
ART,Henderson,MUS,Scholarship,4217,2013,Composition,1146,NV
ART,Henderson,NAT,Scholarship,12871,2013,Astrophysics,2590,NV
RCR,Henderson,AGR,Campus_Resource,5847,2013,Horticulture,1983,NV
TST,Henderson,COM,Endowment,27569,2013,Advertising,2576,NV
TST,Henderson,NAT,Endowment,3912,2013,Chemical Physics,1306,NV
ANN,Houston,NAT,Endowment,9434,2013,Neuroscience,1907,TX
ANN,Houston,NAT,Endowment,584,2013,Astrophysics,1916,TX
ANN,Houston,VET,Endowment,25685,2013,Preveterinary,2564,TX
DIV,Houston,ART,Endowment,8642,2013,Women's and Gender Studies,1246,TX
DIV,Houston,NAT,Endowment,3336,2013,Neuroscience,1087,TX
DIV,Houston,SOC,Endowment,8632,2013,Interdisciplinary Studies in Social Science - Social Science Education,1398,TX
EDU,Houston,ENG,Scholarship,7490,2013,Materials Science and Engineering,2138,TX
ENG,Houston,POL,Scholarship,464,2013,Comparative Cultures and Politics,1106,TX
FCE,Houston,ART,Endowment,6664,2013,Arts & Letters-General,1957,TX
FCE,Houston,ART,Endowment,1485,2013,Arts & Letters-General,1957,TX
FCE,Houston,BIZ,Endowment,4948,2013,Marketing,1102,TX
HON,Houston,POL,Campus_Resource,1601,2013,College of Political Science,1977,TX
ISF,Houston,NAT,Scholarship,5718,2013,Computational Mathematics,2091,TX
LIB,Houston,AGR,Campus_Resource,4821,2013,Fisheries and Wildlife,1778,TX
MSF,Houston,BIZ,Scholarship,150,2013,Hospitality Business,1293,TX
NAT,Houston,AGR,Scholarship,3180,2013,Landscape Architecture,2043,TX
NAT,Houston,NAT,Scholarship,6406,2013,Neuroscience,1907,TX
TST,Houston,NAT,Endowment,784,2013,Plant Biology,1185,TX
ANN,Indianapolis,ENG,Endowment,26031,2013,Mechanical Engineering,2569,IN
ANN,Indianapolis,POL,Endowment,6087,2013,Political Theory and Constitutional Democracy,1966,IN
ART,Indianapolis,NAT,Scholarship,15376,2013,Neuroscience,2540,IN
ATH,Indianapolis,SOC,Campus_Resource,1778,2013,Interdisciplinary Studies in Social Science,1093,IN
FCE,Indianapolis,ART,Endowment,12570,2013,Chinese,2606,IN
HON,Indianapolis,AGR,Campus_Resource,4788,2013,Animal Science,1986,IN
ISF,Indianapolis,BIZ,Scholarship,24932,2013,Hospitality Business,2553,IN
MSF,Indianapolis,NAT,Scholarship,1567,2013,"Mathematics, Advanced",1941,IN
NAT,Indianapolis,NAT,Scholarship,1381,2013,"Mathematics, Advanced",1941,IN
NAT,Indianapolis,SOC,Scholarship,9062,2013,Global & Area Studies - Soc Sci,1948,IN
PAR,Indianapolis,BIZ,Campus_Resource,8886,2013,Human Resource Management,1373,IN
RCR,Indianapolis,NAT,Campus_Resource,3599,2013,Biochemistry and Molecular Biology,2048,IN
TST,Indianapolis,SOC,Endowment,7580,2013,Global & Area Studies - Soc Sci,1948,IN
ART,Jacksonville,POL,Scholarship,4606,2013,Political Theory and Constitutional Democracy,1971,FL
DIV,Jacksonville,NAT,Endowment,8078,2013,Environmental Geosciences,1149,FL
HON,Jacksonville,AGR,Campus_Resource,4791,2013,Construction Management,1945,FL
MSF,Jacksonville,AGR,Scholarship,2553,2013,Construction Management,1945,FL
PAR,Jacksonville,NAT,Campus_Resource,1556,2013,Environmental Geosciences,1969,FL
AGR,Kansas_City,NAT,Scholarship,8439,2013,Statistics,1981,KS
ALM,Kansas_City,AGR,Campus_Resource,8662,2013,Fisheries and Wildlife,1950,MO
ANN,Kansas_City,ART,Endowment,7675,2013,Theatre,1747,MO
ANN,Kansas_City,COM,Endowment,5057,2013,Advertising,1823,MO
ANN,Kansas_City,ENG,Endowment,8941,2013,Biosystems Engineering,1029,MO
DIV,Kansas_City,SOC,Endowment,8642,2013,Interdisciplinary Studies in Social Science - Social Science Education,1816,KS
FCE,Kansas_City,ART,Endowment,12990,2013,Interdisciplinary Humanities,2616,MO
FCE,Kansas_City,SOC,Endowment,692,2013,Criminal Justice,1367,MO
FCE,Kansas_City,SOC,Endowment,3804,2013,Anthropology,1101,KS
HON,Kansas_City,AGR,Campus_Resource,8474,2013,Fisheries and Wildlife,1950,MO
HON,Kansas_City,NAT,Campus_Resource,6197,2013,Environmental Geosciences,2002,KS
ISF,Kansas_City,ART,Scholarship,3677,2013,Arabic,1927,MO
NAT,Kansas_City,AGR,Scholarship,3931,2013,Interior Design,1839,MO
NAT,Kansas_City,SOC,Scholarship,2556,2013,Public Policy,1296,MO
NUR,Kansas_City,SOC,Scholarship,3708,2013,Psychology,2014,MO
RCR,Kansas_City,ART,Campus_Resource,7618,2013,Arabic,1927,MO
AGR,Knoxville,ENG,Scholarship,6081,2013,Environmental Engineering,1372,TN
ALM,Knoxville,COM,Campus_Resource,23855,2013,Media and Information,2604,TN
NAT,Knoxville,COM,Scholarship,5840,2013,Journalism,1838,TN
VET,Knoxville,ART,Scholarship,3897,2013,Japanese,2534,TN
ALM,Lansing,ART,Campus_Resource,368,2013,Professional Writing,1314,MI
ART,Lansing,SOC,Scholarship,313,2013,History Education,1221,MI
EDU,Lansing,BIZ,Scholarship,9667,2013,General Management,1388,MI
HON,Lansing,NAT,Campus_Resource,4123,2013,Environmental Biology/Zoology,1269,MI
NAT,Lansing,AGR,Scholarship,243,2013,Fisheries and Wildlife,1028,MI
TST,Lansing,BIZ,Endowment,2639,2013,Accounting,1169,MI
TST,Lansing,EDU,Endowment,15300,2013,Athletic Training,2610,MI
TST,Lansing,NUR,Endowment,18975,2013,Prenursing,2539,MI
ANN,Las_Vegas,ENG,Endowment,9640,2013,Computer Science,1154,NV
ART,Las_Vegas,ART,Scholarship,2293,2013,Apparel and Textiles,1787,NV
PAR,Las_Vegas,ENG,Campus_Resource,26905,2013,Environmental Engineering,2536,NV
FCE,Lexington,MUS,Endowment,3598,2013,Music Performance,1299,KY
AGR,Lincoln,NAT,Scholarship,824,2013,Environmental Biology/Zoology,1973,NE
ANN,Lincoln,AGR,Endowment,7547,2013,Entomology,1140,NE
ANN,Lincoln,SOC,Endowment,7931,2013,Sociology,1055,NE
ATH,Lincoln,ENG,Campus_Resource,6371,2013,Materials Science and Engineering,1211,NE
BIZ,Lincoln,NAT,Scholarship,1105,2013,Biomedical Laboratory Science,1874,NE
ISF,Lincoln,SOC,Scholarship,267,2013,Human Development and Family Studies,1225,NE
MSF,Lincoln,MUS,Scholarship,4604,2013,Jazz Studies,1341,NE
RCR,Lincoln,NAT,Campus_Resource,6377,2013,Physical Science Interdepartmental,1241,NE
AGR,Little_Rock,NAT,Scholarship,7773,2013,"Mathematics, Advanced",1910,AR
ART,Little_Rock,BIZ,Scholarship,8571,2013,Accounting,1298,AR
ART,Little_Rock,NAT,Scholarship,8262,2013,Computational Mathematics,1999,AR
FCE,Little_Rock,BIZ,Endowment,6005,2013,Marketing,1725,AR
FCE,Little_Rock,NAT,Endowment,7610,2013,Statistics,1037,AR
FCE,Little_Rock,NAT,Endowment,4680,2013,"Mathematics, Advanced",1910,AR
TST,Little_Rock,NUR,Endowment,7315,2013,Summer Research Program,1145,AR
AGR,Los_Angeles,ART,Scholarship,7903,2013,Apparel and Textile Design,1805,CA
AGR,Los_Angeles,ART,Scholarship,3577,2013,Spanish,2094,CA
AGR,Los_Angeles,MUS,Scholarship,8290,2013,Jazz Studies,1935,CA
AGR,Los_Angeles,NUR,Scholarship,5779,2013,Summer Research Program,1311,CA
AGR,Los_Angeles,SOC,Scholarship,173,2013,Economics,1182,CA
ANN,Los_Angeles,ART,Endowment,9804,2013,Arabic,1175,CA
ART,Los_Angeles,ENG,Scholarship,4565,2013,Computer Engineering,2045,CA
ART,Los_Angeles,SOC,Scholarship,9462,2013,History,1951,CA
ATH,Los_Angeles,BIZ,Campus_Resource,5057,2013,Marketing,1248,CA
BIZ,Los_Angeles,AGR,Scholarship,3281,2013,Animal Science,1956,CA
COM,Los_Angeles,AGR,Scholarship,6723,2013,Agriculture and Natural Resources-No Preference,2132,CA
DIV,Los_Angeles,ART,Endowment,2775,2013,Studio Art,2083,CA
EDU,Los_Angeles,SOC,Scholarship,159,2013,History,1951,CA
ENG,Los_Angeles,ART,Scholarship,9612,2013,German,2076,CA
FCE,Los_Angeles,AGR,Endowment,1839,2013,Animal Science,1956,CA
FCE,Los_Angeles,ART,Endowment,373,2013,Art Education,1188,CA
FCE,Los_Angeles,EDU,Endowment,7372,2013,Special Education-Learning Disabilities,2105,CA
FCE,Los_Angeles,MUS,Endowment,8436,2013,Jazz Studies,1935,CA
FCE,Los_Angeles,NAT,Endowment,600,2013,Physical Science Interdepartmental,1872,CA
FCE,Los_Angeles,SOC,Endowment,4745,2013,Criminal Justice,1147,CA
HON,Los_Angeles,NAT,Campus_Resource,20008,2013,Preoptometry,2581,CA
ISF,Los_Angeles,COM,Scholarship,4602,2013,Journalism,1767,CA
MSF,Los_Angeles,ART,Scholarship,26456,2013,Apparel and Textile Design,2613,CA
NAT,Los_Angeles,ART,Scholarship,6377,2013,Interdisciplinary Humanities,1798,CA
NAT,Los_Angeles,NAT,Scholarship,4090,2013,Environmental Geosciences,1328,CA
PAR,Los_Angeles,NAT,Campus_Resource,572,2013,Microbiology,1266,CA
RCR,Los_Angeles,SOC,Campus_Resource,1797,2013,Geographic Information Science,1043,CA
TST,Los_Angeles,AGR,Endowment,8352,2013,Environmental Economics and Policy,1406,CA
TST,Los_Angeles,AGR,Endowment,3071,2013,Interior Design,1783,CA
TST,Los_Angeles,ART,Endowment,1093,2013,English,1304,CA
TST,Los_Angeles,ART,Endowment,6904,2013,Studio Art,1996,CA
TST,Los_Angeles,ENG,Endowment,9379,2013,Engineering-No Major,2102,CA
TST,Los_Angeles,NAT,Endowment,2441,2013,Environmental Biology/Microbiology,1759,CA
EDU,Louisville,ART,Scholarship,7288,2013,Apparel and Textiles,1998,KY
ANN,Madison,NAT,Endowment,5109,2013,Environmental Biology/Plant Biol,1156,WI
RCR,Madison,SOC,Campus_Resource,5847,2013,Public Policy,1378,WI
ANN,Manchester,ART,Endowment,9117,2013,Humanities-Prelaw,1955,NH
ART,Manchester,ART,Scholarship,1463,2013,Humanities-Prelaw,1955,NH
ATH,Manchester,MUS,Campus_Resource,9665,2013,Music Performance,2063,NH
ENG,Manchester,ART,Scholarship,1818,2013,Philosophy,1334,NH
NAT,Manchester,SOC,Scholarship,20242,2013,Global & Area Studies - Soc Sci,2588,NH
TST,Manchester,MUS,Endowment,2310,2013,Jazz Studies,1820,NH
AGR,Memphis,BIZ,Scholarship,8481,2013,Finance,1967,TN
ART,Memphis,NAT,Scholarship,9280,2013,Statistics,1167,TN
DIV,Memphis,AGR,Endowment,4657,2013,Agriculture and Natural Resources-No Preference,1962,TN
DIV,Memphis,NAT,Endowment,17529,2013,Zoology,2574,TN
DIV,Memphis,SOC,Endowment,2952,2013,Public Policy,1179,TN
HON,Memphis,ART,Campus_Resource,14618,2013,Global Studies in the Arts and Humanities,2630,TN
LIB,Memphis,NAT,Campus_Resource,8299,2013,Chemical Physics,2023,TN
MSF,Memphis,NAT,Scholarship,13622,2013,Human Biology,2605,TN
NAT,Memphis,BIZ,Scholarship,2022,2013,Supply Chain Management,1181,TN
TST,Memphis,ART,Endowment,4327,2013,Spanish,2097,TN
ANN,Mesa,AGR,Endowment,2966,2013,Environmental Economics and Policy,1917,AZ
ART,Mesa,AGR,Scholarship,17328,2013,Entomology,2548,AZ
LIB,Mesa,AGR,Campus_Resource,9191,2013,Interior Design,2051,AZ
AGR,Miami,AGR,Scholarship,8441,2013,Packaging,1901,FL
ANN,Miami,COM,Endowment,8297,2013,Media and Information,1775,FL
ANN,Miami,ENG,Endowment,2209,2013,Computer Science,1190,FL
ANN,Miami,MUS,Endowment,8184,2013,Music,1990,FL
DIV,Miami,ART,Endowment,9270,2013,Women's and Gender Studies,1954,FL
LIB,Miami,ART,Campus_Resource,4945,2013,Spanish,1992,FL
MSF,Miami,AGR,Scholarship,2429,2013,Animal Science,1263,FL
MSF,Miami,AGR,Scholarship,999,2013,Packaging,1901,FL
MSF,Miami,ART,Scholarship,5715,2013,Women's and Gender Studies,1954,FL
TST,Miami,AGR,Endowment,8561,2013,Construction Management,1220,FL
TST,Miami,ART,Endowment,6155,2013,Global Studies in the Arts and Humanities,1026,FL
AGR,Milwaukee,COM,Scholarship,6092,2013,Advertising,1934,WI
ATH,Milwaukee,NAT,Campus_Resource,6805,2013,Environmental Biology/Microbiology,2074,WI
FCE,Milwaukee,COM,Endowment,1441,2013,Advertising,1934,WI
FCE,Milwaukee,POL,Endowment,8176,2013,College of Political Science,1294,WI
HON,Milwaukee,BIZ,Campus_Resource,2266,2013,General Management,1771,WI
ISF,Milwaukee,SOC,Scholarship,2727,2013,Anthropology,1290,WI
FCE,Minneapolis,BIZ,Endowment,5818,2013,Marketing,1880,MN
MSM,Minneapolis,NAT,Campus_Resource,740,2013,Predental,1731,MN
TST,Minneapolis,SOC,Endowment,2587,2013,Political Science,1217,MN
ENG,Mobile,ART,Scholarship,2279,2013,Professional Writing,2065,AL
MUS,Mobile,AGR,Scholarship,15580,2013,Packaging,2586,AL
TST,Mobile,ENG,Endowment,8998,2013,Computer Engineering,2008,AL
TST,Mobile,ENG,Endowment,2524,2013,Materials Science and Engineering,1240,AL
AGR,Murfreesboro,ART,Scholarship,8199,2013,Japanese,1219,TN
AGR,Nashville,SOC,Scholarship,8523,2013,Political Science-Prelaw,1733,TN
HON,Nashville,EDU,Campus_Resource,3478,2013,Education,1172,TN
LIB,Nashville,AGR,Campus_Resource,1538,2013,Agriculture and Natural Resources-No Preference,1320,TN
ART,New_Orleans,MUS,Scholarship,3770,2013,Composition,1974,LA
HON,New_Orleans,BIZ,Campus_Resource,895,2013,General Management,1866,LA
AGR,New_York,NAT,Scholarship,5992,2013,Biomedical Laboratory Science,1806,NY
AGR,New_York,POL,Scholarship,2921,2013,Social Relations and Policy,1949,NY
ALM,New_York,AGR,Campus_Resource,816,2013,Entomology,1895,NY
ANN,New_York,ENG,Endowment,8,2013,Applied Engineering Sciences,1961,NY
ANN,New_York,NAT,Endowment,8906,2013,Chemistry,1224,NY
ART,New_York,AGR,Scholarship,7219,2013,Entomology,1895,NY
ART,New_York,ART,Scholarship,2946,2013,Apparel and Textiles,1366,NY
ART,New_York,BIZ,Scholarship,21891,2013,Marketing,2591,NY
ATH,New_York,AGR,Campus_Resource,4240,2013,Natural Resource Recreation and Tourism,1136,NY
ATH,New_York,POL,Campus_Resource,4894,2013,Social Relations and Policy,1141,NY
DIV,New_York,AGR,Endowment,383,2013,Interior Design,1947,NY
FCE,New_York,AGR,Endowment,6334,2013,Construction Management,1877,NY
FCE,New_York,AGR,Endowment,3641,2013,Interior Design,1297,NY
FCE,New_York,SOC,Endowment,6324,2013,Public Policy,1831,NY
HON,New_York,POL,Campus_Resource,9488,2013,Social Relations and Policy,1949,NY
ISF,New_York,ART,Scholarship,1538,2013,Japanese,1018,NY
MSF,New_York,AGR,Scholarship,2015,2013,Construction Management,1216,NY
MSF,New_York,ART,Scholarship,2285,2013,Studio Art,1964,NY
MSF,New_York,EDU,Scholarship,3392,2013,Education,1177,NY
MSM,New_York,BIZ,Campus_Resource,5288,2013,Supply Chain Management,1209,NY
MSM,New_York,SOC,Campus_Resource,20211,2013,Criminal Justice,2627,NY
NAT,New_York,ART,Scholarship,8519,2013,Theatre,1270,NY
NAT,New_York,ART,Scholarship,24443,2013,Professional Writing,2618,NY
NUR,New_York,BIZ,Scholarship,600,2013,Hospitality Business,1137,NY
TST,New_York,MUS,Endowment,1001,2013,Composition,1148,NY
TST,New_York,NAT,Endowment,91,2013,Geological Sciences,1305,NY
AGR,North_Las_Vegas,ART,Scholarship,11878,2013,French,2608,NV
ART,North_Las_Vegas,BIZ,Scholarship,13535,2013,Marketing,2609,NV
ATH,North_Las_Vegas,ART,Campus_Resource,2587,2013,Studio Art,1754,NV
ATH,North_Las_Vegas,NAT,Campus_Resource,3784,2013,Environmental Biology/Zoology,1264,NV
FCE,North_Las_Vegas,AGR,Endowment,582,2013,Environmental Economics and Policy,2125,NV
FCE,North_Las_Vegas,ART,Endowment,1645,2013,Apparel and Textiles,1707,NV
ANN,Oklahoma_City,BIZ,Endowment,25392,2013,Marketing,2544,OK
NAT,Oklahoma_City,NAT,Scholarship,8916,2013,Neuroscience,1022,OK
NAT,Oklahoma_City,SOC,Scholarship,2585,2013,Political Science-Prelaw,1193,OK
RCR,Oklahoma_City,SOC,Campus_Resource,7944,2013,Political Science-Prelaw,1040,OK
TST,Oklahoma_City,POL,Endowment,3045,2013,Political Theory and Constitutional Democracy,1262,OK
ANN,Omaha,SOC,Endowment,29538,2013,Human Development and Family Studies,2593,NE
DIV,Omaha,AGR,Endowment,8712,2013,Natural Resource Recreation and Tourism,1089,NE
NAT,Omaha,AGR,Scholarship,1954,2013,Agriculture and Natural Resources-No Preference,1716,NE
PAR,Omaha,AGR,Campus_Resource,19,2013,Environmental Studies and Agriscience,1397,NE
ALM,Orlando,AGR,Campus_Resource,9864,2013,Fisheries and Wildlife,1171,FL
ALM,Orlando,ENG,Campus_Resource,368,2013,Materials Science and Engineering,1005,FL
BIZ,Orlando,POL,Scholarship,4930,2013,Political Theory and Constitutional Democracy,2016,FL
DIV,Orlando,NAT,Endowment,23412,2013,Neuroscience,2611,FL
DIV,Orlando,NAT,Endowment,2960,2013,Neuroscience,1779,FL
MSM,Orlando,ART,Campus_Resource,3263,2013,Interdisciplinary Humanities,1912,FL
PAR,Orlando,AGR,Campus_Resource,7159,2013,Horticulture,2030,FL
TST,Orlando,AGR,Endowment,15947,2013,Agriculture and Natural Resources-No Preference,2560,FL
ANN,Overland_Park,EDU,Endowment,21227,2013,Kinesiology,2562,KS
ART,Overland_Park,AGR,Scholarship,8976,2013,Nutritional Sciences,1946,KS
BIZ,Overland_Park,AGR,Scholarship,7082,2013,Nutritional Sciences,1946,KS
EDU,Overland_Park,BIZ,Scholarship,8816,2013,Hospitality Business,1035,KS
FCE,Overland_Park,NAT,Endowment,9725,2013,Biomedical Laboratory Science,1104,KS
FCE,Overland_Park,NAT,Endowment,4745,2013,Environmental Biology/Zoology,1889,KS
LIB,Overland_Park,ART,Campus_Resource,1001,2013,Global Studies in the Arts and Humanities,1890,KS
MSM,Overland_Park,SOC,Campus_Resource,6980,2013,Social Work,1257,KS
NUR,Paterson,NAT,Scholarship,29538,2013,Zoology,2622,NJ
AGR,Philadelphia,NAT,Scholarship,2873,2013,Predental,1206,PA
ANN,Philadelphia,NAT,Endowment,3478,2013,Biochemistry and Molecular Biology/Biotechnology,1027,PA
